TABLE 5.6.2.1 NEA Mackerel). CATCH IN NUMBER

Units  :  Thousands 
    year
age    1972   1973   1974   1975   1976   1977   1978   1979   1980   1981
  0   10707  16997  29277  36171  62510   6077  34623 114529  33101  56682
  1   34979  46267 108077  62908 282818 175220  34513 360698 411327 276229
  2   51652  74544  47410  92385 249293 328732 560738  62909 393025 502365
  3  194461 109015 155390  84509 374245 226560 449338 609522  64549 231814
  4  650980 415015 148543 265129 176793 236116 279236 385578 328206  32814
  5       0 814518 424462 164673 314261  67758 282158 250755 254172 184867
  6       0      0 673317 251420 133822 186619  78877 248099 142978 173349
  7       0      0      0 991632 379790 105004 172213  92655 145385 116328
  8       0      0      0      0 478925 229803  73933 169605  54778 125548
  9       0      0      0      0      0 236966 127975  73900 130771  41186
  10      0      0      0      0      0      0 243333 102363  39920 146186
  11      0      0      0      0      0      0      0 204291  56210  31639
  12      0      0      0      0      0      0      0      0 104927 199615
    year
age    1982   1983   1984   1985   1986   1987   1988   1989   1990   1991
  0   11180   7333 287287  81799  49983   7403  57644  65400  24246  10007
  1  213936  47914  31901 268960  58126  40126 152656  64263 140534  58459
  2  432867 668909  86064  20893 424563 156670 137635 312739 209848 212521
  3  472457 433744 682491  58346  38387 663378 190403 207689 410751 206421
  4  184581 373262 387582 445357  76545  56680 538394 167588 208146 375451
  5   26544 126533 251503 252217 364119  89003  72914 362469 156742 188623
  6  138970  20175  98063 165219 208021 244570  87323  48696 254015 129145
  7  112476  90151  22086  62363 126174 150588 201021  58116  42549 197888
  8   89672  72031  61813  19562  42569  85863 122496 111251  49698  51077
  9   88726  48668  47925  47560  13533  34795  55913  68240  85447  43415
  10  27552  49252  37482  37607  32786  19658  20710  32228  33041  70839
  11  91743  19745  30105  26965  22971  25747  13178  13904  16587  29743
  12 156121 132040  69183  97652  81153  63146  57494  35814  27905  52986
    year
age    1992   1993   1994   1995   1996   1997   1998   1999   2000   2001
  0   43447  19354  25368  14759  37956  36012  61127  67003  36345  26034
  1   83583 128144 147315  81529 119852 144390  99352  73597 102407  40315
  2  156292 210319 221489 340898 168882 186481 229767 132994 142898 158943
  3  356209 266677 306979 340215 333365 238426 264566 223639 275376 234186
  4  266591 398240 267420 275031 279182 378881 323186 261778 390858 297206
  5  306143 244285 301346 186855 177667 246781 361945 281041 295516 309937
  6  156070 255472 184925 197856  96303 135059 207619 244212 241550 231804
  7  113899 149932 189847 142342 119831  84378 118388 159019 175608 195250
  8  138458  97746 106108 113413  55812  66504  72745  86739 106291 120241
  9   51208 121400  80054  69191  59801  39450  47353  50613  52394  72205
  10  36612  38794  57622  42441  25803  26735  24386  30363  31280  42529
  11  40956  29067  20407  37960  18353  13950  16551  17048  18918  20546
  12  68205  68217  57551  39753  30648  24974  22932  32446  34202  40706
    year
age    2002   2003   2004   2005   2006   2007
  0   70409  14409   5168   5014  58294  15374
  1  222214 182121  24617  44235  69303  79398
  2   69728 265153 425834 131909 165134 189765
  3  366981  88950 499455 661629 156631 227859
  4  349853 290227 142792 289505 468403 204001
  5  262485 230568 244885 118453 194147 448612
  6  236927 180479 137998 119907  96817 200620
  7  151241 132355  83997  63297  73749  75312
  8  118814  93165  61426  38025  33234  58619
  9   79919  74779  37614  23744  18785  28301
  10  43776  45793  32816  18703  13951  16451
  11  21606  25691  15385   7863   8313  11796
  12  40260  30887  18151  10558  10071  13548


TABLE 5.6.2.2 NEA Mackerel). WEIGHTS AT AGE IN THE CATCH

Units  :  Kg 
    year
age   1972  1973  1974  1975  1976  1977  1978  1979  1980  1981  1982  1983
  7  0.518 0.481 0.462 0.500 0.501 0.496 0.512 0.523 0.523 0.495 0.494 0.505
  8  0.551 0.524 0.518 0.536 0.534 0.540 0.537 0.572 0.557 0.539 0.543 0.529
  9  0.576 0.553 0.550 0.569 0.567 0.577 0.580 0.612 0.575 0.556 0.584 0.569
  10 0.596 0.577 0.573 0.586 0.586 0.603 0.601 0.631 0.598 0.582 0.625 0.575
  11 0.603 0.591 0.591 0.607 0.594 0.611 0.629 0.648 0.633 0.635 0.635 0.587
  12 0.670 0.636 0.631 0.687 0.644 0.666 0.665 0.715 0.686 0.657 0.690 0.668


TABLE 5.6.2.3 NEA Mackerel). WEIGHTS AT AGE IN THE STOCK

Units  :  Kg 
    year
age   1972  1973  1974  1975  1976  1977  1978  1979  1980  1981  1982  1983
  0  0.008 0.008 0.008 0.008 0.008 0.008 0.008 0.008 0.008 0.008 0.008 0.008
  1  0.132 0.132 0.130 0.129 0.128 0.127 0.111 0.110 0.109 0.087 0.086 0.086
  2  0.178 0.177 0.173 0.171 0.170 0.167 0.175 0.174 0.173 0.186 0.135 0.172
  3  0.243 0.242 0.238 0.236 0.236 0.233 0.238 0.237 0.236 0.252 0.221 0.235
  4  0.411 0.301 0.296 0.294 0.293 0.289 0.300 0.299 0.297 0.313 0.280 0.280
  5  0.000 0.438 0.322 0.318 0.318 0.313 0.346 0.345 0.343 0.323 0.385 0.339
  6  0.000 0.000 0.469 0.365 0.365 0.361 0.382 0.380 0.379 0.378 0.353 0.377
  7  0.000 0.000 0.000 0.497 0.419 0.416 0.410 0.408 0.407 0.419 0.408 0.404
  8  0.000 0.000 0.000 0.000 0.512 0.446 0.432 0.430 0.429 0.434 0.437 0.439
  9  0.000 0.000 0.000 0.000 0.000 0.530 0.451 0.449 0.448 0.449 0.446 0.503
  10 0.000 0.000 0.000 0.000 0.000 0.000 0.514 0.504 0.503 0.443 0.479 0.473
  11 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.516 0.508 0.523 0.526 0.555
  12 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.518 0.531 0.534 0.563
    year
age   1984  1985  1986  1987  1988  1989  1990  1991  1992  1993  1994  1995
  0  0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  1  0.081 0.085 0.077 0.078 0.072 0.076 0.074 0.075 0.078 0.078 0.079 0.081
  2  0.194 0.165 0.179 0.148 0.156 0.177 0.138 0.155 0.212 0.197 0.178 0.164
  3  0.253 0.293 0.267 0.240 0.237 0.244 0.222 0.230 0.259 0.268 0.237 0.267
  4  0.295 0.306 0.304 0.286 0.301 0.306 0.287 0.307 0.310 0.315 0.301 0.326
  5  0.324 0.341 0.356 0.374 0.329 0.352 0.339 0.357 0.362 0.360 0.361 0.398
  6  0.393 0.384 0.351 0.386 0.423 0.380 0.373 0.409 0.402 0.416 0.413 0.448
  7  0.436 0.430 0.416 0.411 0.445 0.429 0.414 0.432 0.424 0.454 0.466 0.491
  8  0.441 0.459 0.473 0.429 0.432 0.474 0.409 0.502 0.462 0.465 0.470 0.508
  9  0.479 0.468 0.443 0.482 0.455 0.457 0.437 0.541 0.487 0.484 0.483 0.546
  10 0.520 0.559 0.468 0.499 0.522 0.466 0.514 0.566 0.522 0.511 0.550 0.514
  11 0.510 0.579 0.497 0.470 0.589 0.510 0.523 0.566 0.552 0.585 0.608 0.619
  12 0.550 0.607 0.575 0.549 0.632 0.595 0.529 0.594 0.583 0.577 0.584 0.639
    year
age   1996  1997  1998  1999  2000  2001  2002  2003  2004  2005  2006  2007
  0  0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  1  0.076 0.076 0.077 0.081 0.074 0.078 0.078 0.074 0.059 0.074 0.076 0.064
  2  0.133 0.186 0.149 0.194 0.185 0.164 0.181 0.181 0.138 0.168 0.178 0.169
  3  0.251 0.228 0.223 0.242 0.235 0.241 0.239 0.273 0.246 0.238 0.228 0.224
  4  0.317 0.296 0.285 0.301 0.289 0.342 0.311 0.316 0.313 0.336 0.297 0.278
  5  0.366 0.361 0.342 0.353 0.350 0.390 0.364 0.371 0.355 0.381 0.345 0.309
  6  0.444 0.402 0.400 0.396 0.390 0.446 0.411 0.446 0.412 0.401 0.391 0.363
  7  0.462 0.445 0.426 0.423 0.426 0.459 0.436 0.446 0.463 0.481 0.436 0.439
  8  0.501 0.478 0.466 0.440 0.447 0.499 0.462 0.475 0.462 0.501 0.458 0.448
  9  0.565 0.519 0.502 0.485 0.485 0.529 0.500 0.584 0.508 0.550 0.517 0.498
  10 0.573 0.537 0.549 0.498 0.492 0.576 0.522 0.527 0.520 0.550 0.523 0.517
  11 0.611 0.532 0.524 0.465 0.532 0.603 0.533 0.599 0.538 0.576 0.578 0.542
  12 0.632 0.585 0.580 0.565 0.544 0.586 0.565 0.610 0.590 0.590 0.614 0.565


TABLE 5.6.2.4 NEA Mackerel). NATURAL MORTALITY

Units  :  NA 
    year
age  1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986
  0  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  1  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  2  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  3  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  4  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  5  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  6  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  7  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  8  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  9  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  10 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  11 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  12 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
    year
age  1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001
  0  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  1  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  2  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  3  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  4  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  5  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  6  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  7  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  8  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  9  0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  10 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  11 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
  12 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15 0.15
    year
age  2002 2003 2004 2005 2006 2007
  0  0.15 0.15 0.15 0.15 0.15 0.15
  1  0.15 0.15 0.15 0.15 0.15 0.15
  2  0.15 0.15 0.15 0.15 0.15 0.15
  3  0.15 0.15 0.15 0.15 0.15 0.15
  4  0.15 0.15 0.15 0.15 0.15 0.15
  5  0.15 0.15 0.15 0.15 0.15 0.15
  6  0.15 0.15 0.15 0.15 0.15 0.15
  7  0.15 0.15 0.15 0.15 0.15 0.15
  8  0.15 0.15 0.15 0.15 0.15 0.15
  9  0.15 0.15 0.15 0.15 0.15 0.15
  10 0.15 0.15 0.15 0.15 0.15 0.15
  11 0.15 0.15 0.15 0.15 0.15 0.15
  12 0.15 0.15 0.15 0.15 0.15 0.15


TABLE 5.6.2.5 NEA Mackerel). PROPORTION MATURE

Units  :  NA 
    year
age  1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986
  0  0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
  1  0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.07 0.07 0.07
  2  0.53 0.54 0.54 0.55 0.55 0.55 0.56 0.56 0.57 0.57 0.57 0.58 0.58 0.58 0.58
  3  0.90 0.90 0.90 0.89 0.89 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88
  4  0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.97 0.97 0.97
  5  0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.97 0.97 0.97
  6  0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99
  7  1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  8  1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  9  1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  10 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  11 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  12 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
    year
age  1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001
  0  0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
  1  0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07
  2  0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.59
  3  0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.86 0.86 0.86 0.88
  4  0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.98 0.98 0.98 0.97
  5  0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.98 0.98 0.98 0.97
  6  0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99
  7  1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  8  1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  9  1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  10 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  11 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
  12 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
    year
age  2002 2003 2004 2005 2006 2007
  0  0.00 0.00 0.00 0.00 0.00 0.00
  1  0.07 0.07 0.07 0.07 0.07 0.07
  2  0.59 0.59 0.59 0.58 0.57 0.58
  3  0.88 0.88 0.88 0.89 0.89 0.86
  4  0.97 0.97 0.97 0.98 0.98 0.98
  5  0.97 0.97 0.97 0.98 0.98 0.98
  6  0.99 0.99 0.99 0.99 0.99 0.99
  7  1.00 1.00 1.00 1.00 1.00 1.00
  8  1.00 1.00 1.00 1.00 1.00 1.00
  9  1.00 1.00 1.00 1.00 1.00 1.00
  10 1.00 1.00 1.00 1.00 1.00 1.00
  11 1.00 1.00 1.00 1.00 1.00 1.00
  12 1.00 1.00 1.00 1.00 1.00 1.00


TABLE 5.6.2.6 NEA Mackerel). FRACTION OF HARVEST BEFORE SPAWNING

Units  :  NA 
    year
age   1972  1973  1974  1975  1976  1977  1978  1979  1980  1981  1982  1983
  0  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  1  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  2  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  3  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  4  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  5  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  6  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  7  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  8  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  9  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  10 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  11 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  12 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
    year
age   1984  1985  1986  1987  1988  1989  1990  1991  1992  1993  1994  1995
  0  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  1  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  2  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  3  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  4  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  5  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  6  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  7  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  8  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  9  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  10 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  11 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  12 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
    year
age   1996  1997  1998  1999  2000  2001  2002  2003  2004  2005  2006  2007
  0  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  1  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  2  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  3  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  4  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  5  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
  6  0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421 0.421
