Survey,Year,Quarter,AphiaID,Species,IndexArea,Sex,PlusGr,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,DateofCalculation
NS-IBTS,1970,1,126417,Clupea harengus,NS_Her,,5,0.000,559.329,96.386,2.044,0.151,0.305,,,,,,,,,,,
NS-IBTS,1970,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,37.987,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1970,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,37.268,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1971,1,126417,Clupea harengus,NS_Her,,5,0.000,1781.096,777.970,37.140,4.536,0.197,,,,,,,,,,,
NS-IBTS,1971,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,542.561,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1971,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,529.327,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1972,1,126417,Clupea harengus,NS_Her,,5,0.000,1794.074,506.708,25.744,8.017,3.672,,,,,,,,,,,
NS-IBTS,1972,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,121.598,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1972,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,113.202,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1973,1,126417,Clupea harengus,NS_Her,,5,0.000,452.700,110.032,20.232,2.788,0.723,,,,,,,,,,,
NS-IBTS,1973,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,7.177,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1973,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,7.798,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1974,1,126417,Clupea harengus,NS_Her,,5,0.000,557.715,199.897,9.682,1.252,0.437,,,,,,,,,,,20170516
NS-IBTS,1974,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,45.278,0.000,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,1974,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,47.196,0.000,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,1975,1,126417,Clupea harengus,NS_Her,,5,0.000,936.372,78.323,13.337,2.560,0.883,,,,,,,,,,,
NS-IBTS,1975,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,22.679,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1975,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,25.656,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1976,1,126417,Clupea harengus,NS_Her,,5,0.000,823.386,51.082,0.771,0.428,0.048,,,,,,,,,,,
NS-IBTS,1976,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,6.828,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1976,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,115.861,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1977,1,126417,Clupea harengus,NS_Her,,5,0.000,269.852,24.263,1.569,0.051,0.221,,,,,,,,,,,
NS-IBTS,1977,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,11.717,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1977,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,21.328,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1978,1,126417,Clupea harengus,NS_Her,,5,0.000,594.506,19.615,5.655,28.364,2.696,,,,,,,,,,,
NS-IBTS,1978,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,20.344,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1978,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,48.932,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1979,1,126417,Clupea harengus,NS_Her,,5,0.000,167.880,25.343,7.669,0.442,1.378,,,,,,,,,,,
NS-IBTS,1979,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,11.668,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1979,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,10.979,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1980,1,126417,Clupea harengus,NS_Her,,5,0.000,316.211,21.332,9.771,2.508,5.357,,,,,,,,,,,
NS-IBTS,1980,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,106.118,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1980,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,108.161,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1981,1,126417,Clupea harengus,NS_Her,,5,0.000,494.585,257.586,20.154,20.249,25.357,,,,,,,,,,,
NS-IBTS,1981,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,40.561,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1981,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,50.752,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1982,1,126417,Clupea harengus,NS_Her,,5,0.000,798.265,94.784,20.026,2.774,3.499,,,,,,,,,,,
NS-IBTS,1982,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,184.664,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1982,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,177.350,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1983,1,126417,Clupea harengus,NS_Her,,5,0.000,1270.084,139.268,44.545,14.018,24.177,,,,,,,,,,,
NS-IBTS,1983,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,184.597,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1983,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,192.041,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1984,1,126417,Clupea harengus,NS_Her,,5,0.000,1515.627,161.480,61.428,26.888,10.238,,,,,,,,,,,
NS-IBTS,1984,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,296.908,0.000,0.000,0.000,0.626,,,,,,,,,,,
NS-IBTS,1984,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,346.252,0.000,0.000,0.000,0.586,,,,,,,,,,,
NS-IBTS,1985,1,126417,Clupea harengus,NS_Her,,5,0.000,2097.280,721.646,281.990,42.088,27.941,,,,,,,,,,,
NS-IBTS,1985,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,298.088,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1985,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,315.194,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1986,1,126417,Clupea harengus,NS_Her,,5,0.000,2662.812,782.122,276.031,79.007,28.076,,,,,,,,,,,
NS-IBTS,1986,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,389.921,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1986,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,596.222,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1987,1,126417,Clupea harengus,NS_Her,,5,0.000,3692.965,917.550,116.315,59.351,48.763,,,,,,,,,,,20160418
NS-IBTS,1987,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,528.609,0.000,0.000,0.000,0.000,,,,,,,,,,,20160418
NS-IBTS,1987,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,627.687,0.000,0.000,0.000,0.000,,,,,,,,,,,20160418
NS-IBTS,1988,1,126417,Clupea harengus,NS_Her,,5,0.000,4394.168,4163.384,791.528,57.957,25.054,,,,,,,,,,,
NS-IBTS,1988,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,720.326,1.112,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1988,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,2371.177,1.044,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1989,1,126417,Clupea harengus,NS_Her,,5,0.000,2292.328,829.032,295.938,74.597,7.788,,,,,,,,,,,20160405
NS-IBTS,1989,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,519.103,0.000,0.000,0.000,0.000,,,,,,,,,,,20160405
NS-IBTS,1989,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,583.270,0.000,0.000,0.000,0.000,,,,,,,,,,,20160405
NS-IBTS,1990,1,126417,Clupea harengus,NS_Her,,5,0.000,1061.572,462.097,279.780,269.108,71.303,,,,,,,,,,,
NS-IBTS,1990,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,61.516,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1990,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,70.003,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1991,1,126417,Clupea harengus,NS_Her,,5,0.000,1286.747,693.020,258.604,221.523,146.096,,,,,,,,,,,
NS-IBTS,1991,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,337.181,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1991,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,329.924,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1992,1,126417,Clupea harengus,NS_Her,,5,0.000,1268.145,436.563,193.085,54.810,92.268,,,,,,,,,,,
NS-IBTS,1992,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,129.963,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1992,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,124.673,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1993,1,126417,Clupea harengus,NS_Her,,5,0.000,2794.007,787.421,222.585,45.042,65.534,,,,,,,,,,,
NS-IBTS,1993,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,175.977,0.571,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1993,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,675.724,0.532,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1994,1,126417,Clupea harengus,NS_Her,,5,0.000,1752.053,1167.221,213.059,69.004,42.503,,,,,,,,,,,
NS-IBTS,1994,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,239.541,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1994,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,283.408,0.000,0.000,0.000,0.000,,,,,,,,,,,
NS-IBTS,1995,1,126417,Clupea harengus,NS_Her,,5,0.000,1345.754,1392.857,278.544,36.670,6.551,,,,,,,,,,,20200310
NS-IBTS,1995,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,445.110,0.000,0.000,0.000,0.000,,,,,,,,,,,20200310
NS-IBTS,1995,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,449.045,0.000,0.000,0.000,0.000,,,,,,,,,,,20200310
NS-IBTS,1996,1,126417,Clupea harengus,NS_Her,,5,0.000,1890.872,197.567,32.830,10.193,8.079,,,,,,,,,,,20160407
NS-IBTS,1996,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,467.270,0.000,0.000,0.000,0.000,,,,,,,,,,,20160407
NS-IBTS,1996,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,604.264,0.000,0.000,0.000,0.000,,,,,,,,,,,20160407
NS-IBTS,1997,1,126417,Clupea harengus,NS_Her,,5,0.000,4407.910,501.292,164.480,38.113,23.023,,,,,,,,,,,20160407
NS-IBTS,1997,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,1091.049,116.087,0.000,0.000,0.000,,,,,,,,,,,20160407
NS-IBTS,1997,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,1358.063,107.782,0.000,0.000,0.000,,,,,,,,,,,20160407
NS-IBTS,1998,1,126417,Clupea harengus,NS_Her,,5,0.000,2275.845,791.644,95.885,20.575,17.800,,,,,,,,,,,20200305
NS-IBTS,1998,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,1399.127,10.083,0.000,0.000,0.000,,,,,,,,,,,20200305
NS-IBTS,1998,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,1321.938,9.392,0.000,0.000,0.000,,,,,,,,,,,20200305
NS-IBTS,1999,1,126417,Clupea harengus,NS_Her,,5,0.000,752.862,450.616,501.316,98.181,35.570,,,,,,,,,,,20160202
NS-IBTS,1999,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,149.087,0.000,0.000,0.000,0.000,,,,,,,,,,,20160202
NS-IBTS,1999,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,152.247,0.000,0.000,0.000,0.000,,,,,,,,,,,20160202
NS-IBTS,2000,1,126417,Clupea harengus,NS_Her,,5,0.000,3701.715,203.106,159.652,62.777,12.050,,,,,,,,,,,20170516
NS-IBTS,2000,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,989.593,0.000,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,2000,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,1115.309,0.000,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,2001,1,126417,Clupea harengus,NS_Her,,5,0.000,2598.173,1189.647,292.599,91.284,60.475,,,,,,,,,,,20170516
NS-IBTS,2001,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,307.215,1.141,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,2001,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,327.954,1.069,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,2002,1,126417,Clupea harengus,NS_Her,,5,0.000,3949.289,481.791,252.248,19.268,22.580,,,,,,,,,,,20171113
NS-IBTS,2002,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,1481.263,0.000,0.000,0.000,0.000,,,,,,,,,,,20171113
NS-IBTS,2002,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,1557.501,0.000,0.000,0.000,0.000,,,,,,,,,,,20171113
NS-IBTS,2003,1,126417,Clupea harengus,NS_Her,,5,0.000,2970.135,1534.903,442.489,354.805,43.096,,,,,,,,,,,20170921
NS-IBTS,2003,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,255.782,5.899,0.000,0.000,0.000,,,,,,,,,,,20170921
NS-IBTS,2003,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,734.842,5.532,0.000,0.000,0.000,,,,,,,,,,,20170921
NS-IBTS,2004,1,126417,Clupea harengus,NS_Her,,5,0.000,933.926,413.998,698.207,109.028,172.885,,,,,,,,,,,20160202
NS-IBTS,2004,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,677.761,5.577,0.000,0.000,0.000,,,,,,,,,,,20160202
NS-IBTS,2004,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,636.697,5.231,0.000,0.000,0.000,,,,,,,,,,,20160202
NS-IBTS,2005,1,126417,Clupea harengus,NS_Her,,5,0.000,1006.134,195.016,332.300,387.920,125.186,,,,,,,,,,,20170516
NS-IBTS,2005,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,354.199,0.000,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,2005,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,337.872,0.000,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,2006,1,126417,Clupea harengus,NS_Her,,5,0.000,903.600,1442.097,341.160,203.510,285.188,,,,,,,,,,,20160202
NS-IBTS,2006,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,121.179,0.000,0.000,0.000,0.000,,,,,,,,,,,20160202
NS-IBTS,2006,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,115.488,0.000,0.000,0.000,0.000,,,,,,,,,,,20160202
NS-IBTS,2007,1,126417,Clupea harengus,NS_Her,,5,0.000,1322.346,49.841,18.142,7.821,40.207,,,,,,,,,,,20170516
NS-IBTS,2007,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,303.790,0.000,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,2007,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,303.387,0.000,0.000,0.000,0.000,,,,,,,,,,,20170516
NS-IBTS,2008,1,126417,Clupea harengus,NS_Her,,5,0.000,1761.476,222.621,132.915,194.902,220.445,,,,,,,,,,,20160126
NS-IBTS,2008,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,436.168,3.557,0.000,0.000,0.000,,,,,,,,,,,20160126
NS-IBTS,2008,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,410.289,3.337,0.000,0.000,0.000,,,,,,,,,,,20160126
NS-IBTS,2009,1,126417,Clupea harengus,NS_Her,,5,0.000,2339.203,135.511,21.102,11.070,43.471,,,,,,,,,,,20160127
NS-IBTS,2009,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,623.018,0.000,0.000,0.000,0.000,,,,,,,,,,,20160127
NS-IBTS,2009,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,734.073,0.000,0.000,0.000,0.000,,,,,,,,,,,20160127
NS-IBTS,2010,1,126417,Clupea harengus,NS_Her,,5,0.000,1206.327,49.495,34.895,46.345,89.011,,,,,,,,,,,20170926
NS-IBTS,2010,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,286.273,0.000,0.000,0.000,0.000,,,,,,,,,,,20170926
NS-IBTS,2010,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,278.885,0.000,0.000,0.000,0.000,,,,,,,,,,,20170926
NS-IBTS,2011,1,126417,Clupea harengus,NS_Her,,5,0.000,2943.202,384.378,605.802,418.388,470.517,,,,,,,,,,,20170922
NS-IBTS,2011,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,1413.880,0.000,0.000,0.000,0.000,,,,,,,,,,,20170922
NS-IBTS,2011,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,1337.803,0.000,0.000,0.000,0.000,,,,,,,,,,,20170922
NS-IBTS,2012,1,126417,Clupea harengus,NS_Her,,5,0.000,1357.662,280.699,173.640,57.584,77.257,,,,,,,,,,,20200204
NS-IBTS,2012,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,287.993,0.000,0.000,0.000,0.000,,,,,,,,,,,20200204
NS-IBTS,2012,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,279.127,0.000,0.000,0.000,0.000,,,,,,,,,,,20200204
NS-IBTS,2013,1,126417,Clupea harengus,NS_Her,,5,0.000,1665.913,176.410,197.150,153.947,64.480,,,,,,,,,,,20170914
NS-IBTS,2013,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,796.288,0.000,0.000,0.000,0.000,,,,,,,,,,,20170914
NS-IBTS,2013,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,748.043,0.000,0.000,0.000,0.000,,,,,,,,,,,20170914
NS-IBTS,2014,1,126417,Clupea harengus,NS_Her,,5,0.000,2615.919,641.278,24.664,16.816,35.273,,,,,,,,,,,20170914
NS-IBTS,2014,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,1297.547,221.941,0.000,0.000,0.000,,,,,,,,,,,20170914
NS-IBTS,2014,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,1245.687,207.675,0.000,0.000,0.000,,,,,,,,,,,20170914
NS-IBTS,2015,1,126417,Clupea harengus,NS_Her,,5,0.000,3919.829,609.965,59.865,11.926,12.371,,,,,,,,,,,20190531
NS-IBTS,2015,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,1105.837,0.000,0.000,0.000,0.000,,,,,,,,,,,20190531
NS-IBTS,2015,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,1808.347,0.000,0.000,0.000,0.000,,,,,,,,,,,20190531
NS-IBTS,2016,1,126417,Clupea harengus,NS_Her,,5,0.000,782.854,1469.215,259.245,26.167,13.889,,,,,,,,,,,20180309
NS-IBTS,2016,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,364.401,0.000,0.000,0.000,0.000,,,,,,,,,,,20180309
NS-IBTS,2016,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,367.868,0.000,0.000,0.000,0.000,,,,,,,,,,,20180309
NS-IBTS,2017,1,126417,Clupea harengus,NS_Her,,5,0.000,2396.204,308.908,177.492,62.036,23.157,,,,,,,,,,,20180309
NS-IBTS,2017,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,1007.716,0.000,0.000,0.000,0.000,,,,,,,,,,,20180309
NS-IBTS,2017,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,1305.721,0.000,0.000,0.000,0.000,,,,,,,,,,,20180309
NS-IBTS,2018,1,126417,Clupea harengus,NS_Her,,5,0.000,777.945,165.428,14.987,41.408,26.465,,,,,,,,,,,20191028
NS-IBTS,2018,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,424.404,0.000,0.000,0.000,0.000,,,,,,,,,,,20191028
NS-IBTS,2018,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,406.281,0.000,0.000,0.000,0.000,,,,,,,,,,,20191028
NS-IBTS,2019,1,126417,Clupea harengus,NS_Her,,5,0.000,1542.917,54.936,28.458,5.395,41.635,,,,,,,,,,,20200305
NS-IBTS,2019,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,396.885,0.000,0.000,0.000,0.000,,,,,,,,,,,20200305
NS-IBTS,2019,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,431.881,0.000,0.000,0.000,0.000,,,,,,,,,,,20200305
NS-IBTS,2020,1,126417,Clupea harengus,NS_Her,,5,0.000,1107.842,466.788,44.751,3.695,18.733,,,,,,,,,,,20200318
NS-IBTS,2020,1,126417,Clupea harengus,NS_Her1to7,,5,0.000,158.595,0.000,0.000,0.000,0.000,,,,,,,,,,,20200318
NS-IBTS,2020,1,126417,Clupea harengus,NS_Her1to9,,5,0.000,177.582,0.000,0.000,0.000,0.000,,,,,,,,,,,20200318
